name,type_name,parent,status,rank,address
Maritalea,Maritalea,Devosiaceae,correct name,genus,https://lpsn.dsmz.de/genus/maritalea
Hypericibacter,Hypericibacter,Rhodospirillaceae,correct name,genus,https://lpsn.dsmz.de/genus/hypericibacter
Leisingera,Leisingera,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/leisingera
Propionispora,Propionispora,Sporomusaceae,correct name,genus,https://lpsn.dsmz.de/genus/propionispora
Burkholderia,Burkholderia,Burkholderiaceae,correct name,genus,https://lpsn.dsmz.de/genus/burkholderia
Boudabousia,Boudabousia,Actinomycetaceae,correct name,genus,https://lpsn.dsmz.de/genus/boudabousia
Alkanindiges,Alkanindiges,Moraxellaceae,correct name,genus,https://lpsn.dsmz.de/genus/alkanindiges
Phycocomes,Phycocomes,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/phycocomes
Propioniciclava,Propioniciclava,Propionibacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/propioniciclava
Angustibacter,Angustibacter,Kineosporiaceae,correct name,genus,https://lpsn.dsmz.de/genus/angustibacter
Marinagarivorans,Marinagarivorans,[Gammaproteobacteria; not assigned to family],correct name,genus,https://lpsn.dsmz.de/genus/marinagarivorans
Defluviimonas,Defluviimonas,Paracoccaceae,correct name,genus,https://lpsn.dsmz.de/genus/defluviimonas
Meridianimarinicoccus,Meridianimarinicoccus,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/meridianimarinicoccus
Kocuria,Kocuria,Micrococcaceae,correct name,genus,https://lpsn.dsmz.de/genus/kocuria
Piscirickettsia,Piscirickettsia,Piscirickettsiaceae,correct name,genus,https://lpsn.dsmz.de/genus/piscirickettsia
Dechloromonas,Dechloromonas,Azonexaceae,correct name,genus,https://lpsn.dsmz.de/genus/dechloromonas
Streptimonospora,Streptimonospora,Nocardiopsidaceae,misspelling,genus,https://lpsn.dsmz.de/genus/streptimonospora
Novosphingobium,Novosphingobium,Erythrobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/novosphingobium
Phycicoccus,Phycicoccus,Intrasporangiaceae,correct name,genus,https://lpsn.dsmz.de/genus/phycicoccus
Pseudotenacibaculum,Pseudotenacibaculum,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/pseudotenacibaculum
Pyxicoccus,Pyxicoccus,Myxococcaceae,misspelling,genus,https://lpsn.dsmz.de/genus/pyxicoccus
Lujinxingia,Lujinxingia,Bradymonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/lujinxingia
Lentibacter,Lentibacter,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/lentibacter
Metamycoplasma,Metamycoplasma,Metamycoplasmataceae,correct name,genus,https://lpsn.dsmz.de/genus/metamycoplasma
Archaeoglobus,Archaeoglobus,Archaeoglobaceae,correct name,genus,https://lpsn.dsmz.de/genus/archaeoglobus
Thermodesulfobium,Thermodesulfobium,Thermodesulfobiaceae,correct name,genus,https://lpsn.dsmz.de/genus/thermodesulfobium
Haloarcobacter,,Arcobacteraceae,misspelling,genus,https://lpsn.dsmz.de/genus/haloarcobacter
Hydrogenothermus,Hydrogenothermus,Hydrogenothermaceae,correct name,genus,https://lpsn.dsmz.de/genus/hydrogenothermus
Abyssicoccus,Abyssicoccus,Staphylococcaceae,correct name,genus,https://lpsn.dsmz.de/genus/abyssicoccus
Pseudorhizobium,Pseudorhizobium,Rhizobiaceae,correct name,genus,https://lpsn.dsmz.de/genus/pseudorhizobium
Homoserinimonas,Homoserinimonas,Microbacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/homoserinimonas
Camelliibacillus,Camelliibacillus,Bacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/camelliibacillus
Pseudobacteroides,Pseudobacteroides,Oscillospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/pseudobacteroides
Profundibacter,Profundibacter,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/profundibacter
Collinsella,Collinsella,Coriobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/collinsella
Dethiobacter,Dethiobacter,Syntrophomonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/dethiobacter
Polycyclovorans,Polycyclovorans,Nevskiaceae,correct name,genus,https://lpsn.dsmz.de/genus/polycyclovorans
Dysgonomonas,Dysgonomonas,Dysgonomonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/dysgonomonas
Algitalea,Algitalea,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/algitalea
Smithella,Smithella,Syntrophaceae,correct name,genus,https://lpsn.dsmz.de/genus/smithella
Oecophyllibacter,Oecophyllibacter,Acetobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/oecophyllibacter
Aureibaculum,Aureibaculum,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/aureibaculum
Sporacetigenium,Sporacetigenium,Peptostreptococcaceae,correct name,genus,https://lpsn.dsmz.de/genus/sporacetigenium
Negativicoccus,Negativicoccus,Veillonellaceae,correct name,genus,https://lpsn.dsmz.de/genus/negativicoccus
Rhodoligotrophos,Rhodoligotrophos,Parvibaculaceae,correct name,genus,https://lpsn.dsmz.de/genus/rhodoligotrophos
Shigella,Shigella,Enterobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/shigella
Paratractidigestivibacter,Paratractidigestivibacter,Atopobiaceae,correct name,genus,https://lpsn.dsmz.de/genus/paratractidigestivibacter
Yeosuana,Yeosuana,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/yeosuana
Aminivibrio,Aminivibrio,Synergistaceae,correct name,genus,https://lpsn.dsmz.de/genus/aminivibrio
Parablastomonas,Parablastomonas,Sphingomonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/parablastomonas
Sediminibacterium,Sediminibacterium,Chitinophagaceae,correct name,genus,https://lpsn.dsmz.de/genus/sediminibacterium
Geojedonia,Geojedonia,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/geojedonia
Natronospira,Natronospira,Ectothiorhodospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/natronospira
Jonquetella,Jonquetella,Synergistaceae,correct name,genus,https://lpsn.dsmz.de/genus/jonquetella
Thermovibrio,Thermovibrio,Desulfurobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/thermovibrio
Archangium,Archangium,Archangiaceae,correct name,genus,https://lpsn.dsmz.de/genus/archangium
Desulfobotulus,Desulfobotulus,Desulfobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/desulfobotulus
Arcticiflavibacter,Arcticiflavibacter,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/arcticiflavibacter
Luminiphilus,Luminiphilus,Halieaceae,correct name,genus,https://lpsn.dsmz.de/genus/luminiphilus
Tepidisphaera,Tepidisphaera,Tepidisphaeraceae,correct name,genus,https://lpsn.dsmz.de/genus/tepidisphaera
Allobranchiibius,Allobranchiibius,Dermacoccaceae,correct name,genus,https://lpsn.dsmz.de/genus/allobranchiibius
Marinactinospora,Marinactinospora,Nocardiopsidaceae,correct name,genus,https://lpsn.dsmz.de/genus/marinactinospora
Aegicerativicinus,Aegicerativicinus,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/aegicerativicinus
Borrelia,Borrelia,Borreliaceae,correct name,genus,https://lpsn.dsmz.de/genus/borrelia
Syntrophus,Syntrophus,Syntrophaceae,correct name,genus,https://lpsn.dsmz.de/genus/syntrophus
Marixanthomonas,Marixanthomonas,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/marixanthomonas
Thermicanus,Thermicanus,[Caryophanales; not assigned to family],correct name,genus,https://lpsn.dsmz.de/genus/thermicanus
Stieleria,Stieleria,Pirellulaceae,correct name,genus,https://lpsn.dsmz.de/genus/stieleria
Schlegelella,Schlegelella,Comamonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/schlegelella
Phytoactinopolyspora,Phytoactinopolyspora,Jiangellaceae,correct name,genus,https://lpsn.dsmz.de/genus/phytoactinopolyspora
Luoshenia,Luoshenia,Christensenellaceae,correct name,genus,https://lpsn.dsmz.de/genus/luoshenia
Pseudobythopirellula,Pseudobythopirellula,Lacipirellulaceae,correct name,genus,https://lpsn.dsmz.de/genus/pseudobythopirellula
Pigmentiphaga,Pigmentiphaga,Alcaligenaceae,correct name,genus,https://lpsn.dsmz.de/genus/pigmentiphaga
Puerhibacterium,Puerhibacterium,Promicromonosporaceae,correct name,genus,https://lpsn.dsmz.de/genus/puerhibacterium
Thermocatellispora,Thermocatellispora,Streptosporangiaceae,correct name,genus,https://lpsn.dsmz.de/genus/thermocatellispora
Chelativorans,Chelativorans,Phyllobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/chelativorans
Anaerotignum,Anaerotignum,Lachnospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/anaerotignum
Muriicola,Muriicola,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/muriicola
Geofilum,Geofilum,Marinilabiliaceae,correct name,genus,https://lpsn.dsmz.de/genus/geofilum
Thiobacter,Thiobacter,[Burkholderiales; not assigned to family],correct name,genus,https://lpsn.dsmz.de/genus/thiobacter
Fuerstiella,Fuerstiella,Planctomycetaceae,correct name,genus,https://lpsn.dsmz.de/genus/fuerstiella
Brotolimicola,Brotolimicola,Lachnospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/brotolimicola
Metaplanococcus,Metaplanococcus,Caryophanaceae,correct name,genus,https://lpsn.dsmz.de/genus/metaplanococcus
Clavibacter,Clavibacter,Microbacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/clavibacter
Defluvicoccus,Defluvicoccus,Geminicoccaceae,misspelling,genus,https://lpsn.dsmz.de/genus/defluvicoccus
Litorisediminicola,Litorisediminicola,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/litorisediminicola
Luteibaculum,Luteibaculum,Cryomorphaceae,correct name,genus,https://lpsn.dsmz.de/genus/luteibaculum
Chitinasiproducens,Chitinasiproducens,Burkholderiaceae,correct name,genus,https://lpsn.dsmz.de/genus/chitinasiproducens
Acidothermus,Acidothermus,Acidothermaceae,correct name,genus,https://lpsn.dsmz.de/genus/acidothermus
Solirubrobacter,Solirubrobacter,Solirubrobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/solirubrobacter
Desulfovectis,Desulfovectis,Peptococcaceae,correct name,genus,https://lpsn.dsmz.de/genus/desulfovectis
Woodsholea,Woodsholea,Maricaulaceae,correct name,genus,https://lpsn.dsmz.de/genus/woodsholea
Capillimicrobium,Capillimicrobium,Capillimicrobiaceae,correct name,genus,https://lpsn.dsmz.de/genus/capillimicrobium
Gordona,Gordona,Gordoniaceae,misspelling,genus,https://lpsn.dsmz.de/genus/gordona
Schleiferia,Schleiferia,Schleiferiaceae,correct name,genus,https://lpsn.dsmz.de/genus/schleiferia
Vulcaniibacterium,Vulcaniibacterium,Lysobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/vulcaniibacterium
Solibacillus,Solibacillus,Caryophanaceae,correct name,genus,https://lpsn.dsmz.de/genus/solibacillus
Akkermansia,Akkermansia,Akkermansiaceae,correct name,genus,https://lpsn.dsmz.de/genus/akkermansia
Tamilnaduibacter,Tamilnaduibacter,Alteromonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/tamilnaduibacter
Sulfurisphaera,Sulfurisphaera,Sulfolobaceae,correct name,genus,https://lpsn.dsmz.de/genus/sulfurisphaera
Pseudocitrobacter,Pseudocitrobacter,Enterobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/pseudocitrobacter
Desmospora,Desmospora,Thermoactinomycetaceae,correct name,genus,https://lpsn.dsmz.de/genus/desmospora
Stenotrophobacter,Stenotrophobacter,Blastocatellaceae,correct name,genus,https://lpsn.dsmz.de/genus/stenotrophobacter
Thermasporomyces,Thermasporomyces,Actinopolymorphaceae,correct name,genus,https://lpsn.dsmz.de/genus/thermasporomyces
Pengzhenrongella,Pengzhenrongella,[Micrococcales; not assigned to family],correct name,genus,https://lpsn.dsmz.de/genus/pengzhenrongella
Thermoflavifilum,Thermoflavifilum,Chitinophagaceae,correct name,genus,https://lpsn.dsmz.de/genus/thermoflavifilum
Aeoliella,Aeoliella,Lacipirellulaceae,correct name,genus,https://lpsn.dsmz.de/genus/aeoliella
Carboxylicivirga,Carboxylicivirga,Marinilabiliaceae,correct name,genus,https://lpsn.dsmz.de/genus/carboxylicivirga
Haloarcula,Haloarcula,Haloarculaceae,correct name,genus,https://lpsn.dsmz.de/genus/haloarcula
Sellimonas,Sellimonas,Lachnospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/sellimonas
Aquiluna,Aquiluna,[Actinomycetales; not assigned to family],correct name,genus,https://lpsn.dsmz.de/genus/aquiluna
Acidaminococcus,Acidaminococcus,Acidaminococcaceae,correct name,genus,https://lpsn.dsmz.de/genus/acidaminococcus
Thermomonospora,Thermomonospora,Thermomonosporaceae,correct name,genus,https://lpsn.dsmz.de/genus/thermomonospora
Actinocorallia,Actinocorallia,Thermomonosporaceae,correct name,genus,https://lpsn.dsmz.de/genus/actinocorallia
Schleiferilactobacillus,Schleiferilactobacillus,Lactobacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/schleiferilactobacillus
Halobellus,Halobellus,Haloferacaceae,correct name,genus,https://lpsn.dsmz.de/genus/halobellus
Xylophilus,Xylophilus,Comamonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/xylophilus
Methyloprofundus,Methyloprofundus,Methylococcaceae,correct name,genus,https://lpsn.dsmz.de/genus/methyloprofundus
Musicola,Musicola,Pectobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/musicola
Brachymonas,Brachymonas,Comamonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/brachymonas
Marinibactrum,Marinibactrum,[Gammaproteobacteria; not assigned to family],correct name,genus,https://lpsn.dsmz.de/genus/marinibactrum
Rehaibacterium,Rehaibacterium,Rhodanobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/rehaibacterium
Pinisolibacter,Pinisolibacter,Ancalomicrobiaceae,correct name,genus,https://lpsn.dsmz.de/genus/pinisolibacter
Mangrovivirga,Mangrovivirga,Mangrovivirgaceae,correct name,genus,https://lpsn.dsmz.de/genus/mangrovivirga
Haematobacter,Haematobacter,Paracoccaceae,correct name,genus,https://lpsn.dsmz.de/genus/haematobacter
Eisenbergiella,Eisenbergiella,Lachnospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/eisenbergiella
Ilyomonas,Ilyomonas,Chitinophagaceae,correct name,genus,https://lpsn.dsmz.de/genus/ilyomonas
Cruoricaptor,Cruoricaptor,Weeksellaceae,correct name,genus,https://lpsn.dsmz.de/genus/cruoricaptor
Thiomicrospira,Thiomicrospira,Piscirickettsiaceae,correct name,genus,https://lpsn.dsmz.de/genus/thiomicrospira
Propioniferax,Propioniferax,Propionibacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/propioniferax
Starkeya,Starkeya,Xanthobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/starkeya
Kallipyga,Kallipyga,[Eubacteriales; not assigned to family],correct name,genus,https://lpsn.dsmz.de/genus/kallipyga
Paludisphaera,Paludisphaera,Isosphaeraceae,correct name,genus,https://lpsn.dsmz.de/genus/paludisphaera
Acidithrix,Acidithrix,Acidimicrobiaceae,correct name,genus,https://lpsn.dsmz.de/genus/acidithrix
Hyphococcus,Hyphococcus,"Parvularculaceae",correct name,genus,https://lpsn.dsmz.de/genus/hyphococcus
Alkalimonas,Alkalimonas,[Gammaproteobacteria; not assigned to family],correct name,genus,https://lpsn.dsmz.de/genus/alkalimonas
Pseudohalocynthiibacter,Pseudohalocynthiibacter,Roseobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/pseudohalocynthiibacter
Magnetovibrio,Magnetovibrio,Thalassospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/magnetovibrio
Clostridioides,Clostridioides,Peptostreptococcaceae,correct name,genus,https://lpsn.dsmz.de/genus/clostridioides
Proteiniphilum,Proteiniphilum,Dysgonomonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/proteiniphilum
Venenivibrio,Venenivibrio,Hydrogenothermaceae,correct name,genus,https://lpsn.dsmz.de/genus/venenivibrio
Pasteurella,Pasteurella,Pasteurellaceae,correct name,genus,https://lpsn.dsmz.de/genus/pasteurella
Caedibacter,Caedibacter,"Caedimonadaceae",correct name,genus,https://lpsn.dsmz.de/genus/caedibacter
Thermogladius,Thermogladius,Desulfurococcaceae,correct name,genus,https://lpsn.dsmz.de/genus/thermogladius
Alcalilimnicola,Alcalilimnicola,Ectothiorhodospiraceae,misspelling,genus,https://lpsn.dsmz.de/genus/alcalilimnicola
Elizabethkingia,Elizabethkingia,Weeksellaceae,correct name,genus,https://lpsn.dsmz.de/genus/elizabethkingia
Merdimonas,Merdimonas,Lachnospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/merdimonas
Sulfuracidifex,Sulfuracidifex,Sulfolobaceae,correct name,genus,https://lpsn.dsmz.de/genus/sulfuracidifex
Pelagerythrobacter,Pelagerythrobacter,Erythrobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/pelagerythrobacter
Pseudactinotalea,Pseudactinotalea,Cellulomonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/pseudactinotalea
Deserticella,Deserticella,Azospirillaceae,correct name,genus,https://lpsn.dsmz.de/genus/deserticella
Natronomonas,Natronomonas,Halobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/natronomonas
Tuwongella,Tuwongella,Gemmataceae,correct name,genus,https://lpsn.dsmz.de/genus/tuwongella
Fluviicola,Fluviicola,Crocinitomicaceae,correct name,genus,https://lpsn.dsmz.de/genus/fluviicola
Frischella,Frischella,Orbaceae,correct name,genus,https://lpsn.dsmz.de/genus/frischella
Pseudostreptobacillus,Pseudostreptobacillus,Leptotrichiaceae,correct name,genus,https://lpsn.dsmz.de/genus/pseudostreptobacillus
Hydrogenivirga,Hydrogenivirga,Aquificaceae,correct name,genus,https://lpsn.dsmz.de/genus/hydrogenivirga
Nitratiruptor,Nitratiruptor,Nitratiruptoraceae,correct name,genus,https://lpsn.dsmz.de/genus/nitratiruptor
Ktedonobacter,Ktedonobacter,Ktedonobacteraceae,correct name,genus,https://lpsn.dsmz.de/genus/ktedonobacter
Parafrigoribacterium,Parafrigoribacterium,Microbacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/parafrigoribacterium
Haemobartonella,Haemobartonella,Mycoplasmataceae,correct name,genus,https://lpsn.dsmz.de/genus/haemobartonella
Ehrlichia,Ehrlichia,Ehrlichiaceae,correct name,genus,https://lpsn.dsmz.de/genus/ehrlichia
Ectothiorhodosinus,Ectothiorhodosinus,Ectothiorhodospiraceae,correct name,genus,https://lpsn.dsmz.de/genus/ectothiorhodosinus
Paralactobacillus,Paralactobacillus,Lactobacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/paralactobacillus
Thermotoga,Thermotoga,Thermotogaceae,correct name,genus,https://lpsn.dsmz.de/genus/thermotoga
Obesumbacterium,Obesumbacterium,Hafniaceae,correct name,genus,https://lpsn.dsmz.de/genus/obesumbacterium
Pseudoleptotrichia,Pseudoleptotrichia,Leptotrichiaceae,correct name,genus,https://lpsn.dsmz.de/genus/pseudoleptotrichia
Methanothermobacter,Methanothermobacter,Methanobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/methanothermobacter
Mucisphaera,Mucisphaera,Phycisphaeraceae,correct name,genus,https://lpsn.dsmz.de/genus/mucisphaera
Flavimarina,Flavimarina,Flavobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/flavimarina
Spiroplasma,Spiroplasma,Spiroplasmataceae,correct name,genus,https://lpsn.dsmz.de/genus/spiroplasma
Muribacter,Muribacter,Pasteurellaceae,correct name,genus,https://lpsn.dsmz.de/genus/muribacter
Salinirepens,Salinirepens,Crocinitomicaceae,correct name,genus,https://lpsn.dsmz.de/genus/salinirepens
Thermoactinospora,Thermoactinospora,Streptosporangiaceae,correct name,genus,https://lpsn.dsmz.de/genus/thermoactinospora
Gemmobacter,Gemmobacter,Paracoccaceae,correct name,genus,https://lpsn.dsmz.de/genus/gemmobacter
Coriobacterium,Coriobacterium,Coriobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/coriobacterium
Leptolinea,Leptolinea,Anaerolineaceae,correct name,genus,https://lpsn.dsmz.de/genus/leptolinea
Xenophilus,Xenophilus,Comamonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/xenophilus
Chioneia,Chioneia,Sphingomonadaceae,correct name,genus,https://lpsn.dsmz.de/genus/chioneia
Amylolactobacillus,Amylolactobacillus,Lactobacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/amylolactobacillus
Halobacteriovorax,Halobacteriovorax,Halobacteriovoracaceae,correct name,genus,https://lpsn.dsmz.de/genus/halobacteriovorax
Cronobacter,Cronobacter,Enterobacteriaceae,correct name,genus,https://lpsn.dsmz.de/genus/cronobacter
Litorilituus,Litorilituus,Colwelliaceae,correct name,genus,https://lpsn.dsmz.de/genus/litorilituus
Robertmurraya,Robertmurraya,Bacillaceae,correct name,genus,https://lpsn.dsmz.de/genus/robertmurraya
Wautersia,Wautersia,Burkholderiaceae,correct name,genus,https://lpsn.dsmz.de/genus/wautersia
