genus_name,type_species,parental_family,lpsn_no,nom_type,status,address
Halofilum,Halofilum ochraceum,Ectothiorhodospiraceae,519159,795216,correct name,https://lpsn.dsmz.de/genus/halofilum
Wocania,Wocania indica,Flavobacteriaceae,12773,12796,correct name,https://lpsn.dsmz.de/genus/wocania
Methanococcoides,Methanococcoides methylutens,Methanosarcinaceae,517067,777843,correct name,https://lpsn.dsmz.de/genus/methanococcoides
Fundicoccus,Fundicoccus ignavus,Aerococcaceae,12462,12465,correct name,https://lpsn.dsmz.de/genus/fundicoccus
Acidiphilium,Acidiphilium cryptum,Acetobacteraceae,515010,772581,correct name,https://lpsn.dsmz.de/genus/acidiphilium
Isobaculum,Isobaculum melis,Carnobacteriaceae,515857,777041,correct name,https://lpsn.dsmz.de/genus/isobaculum
Petrocella,Petrocella atlantisensis,Vallitaleaceae,4890,5365,correct name,https://lpsn.dsmz.de/genus/petrocella
Arthrotilum,Arthrotilum papillosum,Homoeotrichaceae,17845,18577,correct name,https://lpsn.dsmz.de/genus/arthrotilum
Mergibacter,Mergibacter septicus,Pasteurellaceae,36160,36261,correct name,https://lpsn.dsmz.de/genus/mergibacter
Aeromicrobium,Aeromicrobium erythreum,Nocardioidaceae,515051,772885,correct name,https://lpsn.dsmz.de/genus/aeromicrobium
Methanoculleus,Methanoculleus bourgensis,Methanomicrobiaceae,517070,777866,correct name,https://lpsn.dsmz.de/genus/methanoculleus
Aeromonas,Aeromonas hydrophila,Aeromonadaceae,515052,772900,correct name,https://lpsn.dsmz.de/genus/aeromonas
Nitrosospira,Nitrosospira briensis,Nitrosomonadaceae,517298,784491,correct name,https://lpsn.dsmz.de/genus/nitrosospira
Pontivivens,Pontivivens insulae,Roseobacteraceae,518783,793185,correct name,https://lpsn.dsmz.de/genus/pontivivens
Desikacharya,Desikacharya nostocoides,Nostocaceae,521507,799887,correct name,https://lpsn.dsmz.de/genus/desikacharya
Pontimicrobium,Pontimicrobium aquaticum,Flavobacteriaceae,8280,8663,correct name,https://lpsn.dsmz.de/genus/pontimicrobium
Zavarzinella,Zavarzinella formosa,Gemmataceae,517709,787070,correct name,https://lpsn.dsmz.de/genus/zavarzinella
Phyllonema,Phyllonema aviceniicola,Rivulariaceae,518903,793883,correct name,https://lpsn.dsmz.de/genus/phyllonema
Desmanthos,Desmanthos thiokrenophilus,Pelonemataceae,17114,1158,correct name,https://lpsn.dsmz.de/genus/desmanthos
Pseudovibrio,Pseudovibrio denitrificans,Stappiaceae,516426,780197,correct name,https://lpsn.dsmz.de/genus/pseudovibrio
Jiangella,Jiangella gansuensis,Jiangellaceae,515870,777068,correct name,https://lpsn.dsmz.de/genus/jiangella
Imtechella,Imtechella halotolerans,Flavobacteriaceae,518275,790285,correct name,https://lpsn.dsmz.de/genus/imtechella
Syntrophomonas,Syntrophomonas wolfei,Syntrophomonadaceae,516722,785042,correct name,https://lpsn.dsmz.de/genus/syntrophomonas
Litorivicinus,Litorivicinus lipolyticus,Litorivicinaceae,36025,36060,correct name,https://lpsn.dsmz.de/genus/litorivicinus
Chthonomonas,Chthonomonas calidirosea,Chthonomonadaceae,518137,789492,correct name,https://lpsn.dsmz.de/genus/chthonomonas
Lemmermanniella,Lemmermanniella pallida,Synechococcaceae,6336,8131,correct name,https://lpsn.dsmz.de/genus/lemmermanniella
Persephonella,Persephonella marina,Hydrogenothermaceae,516290,779402,correct name,https://lpsn.dsmz.de/genus/persephonella
Pelovirga,Pelovirga terrestris,Geobacteraceae,38805,38828,correct name,https://lpsn.dsmz.de/genus/pelovirga
Porphyromonas,Porphyromonas asaccharolytica,Porphyromonadaceae,516379,779763,correct name,https://lpsn.dsmz.de/genus/porphyromonas
Oceanobacillus,Oceanobacillus iheyensis,Bacillaceae,516196,778937,correct name,https://lpsn.dsmz.de/genus/oceanobacillus
Goodfellowiella,Goodfellowiella coeruleoviolacea,Pseudonocardiaceae,517776,787292,correct name,https://lpsn.dsmz.de/genus/goodfellowiella
Amphibacillus,Amphibacillus xylanus,Bacillaceae,516968,773180,correct name,https://lpsn.dsmz.de/genus/amphibacillus
Roseicella,Roseicella frigidaeris,Acetobacteraceae,521804,800772,correct name,https://lpsn.dsmz.de/genus/roseicella
Luteimonas,Luteimonas mephitis,Lysobacteraceae,515982,777608,correct name,https://lpsn.dsmz.de/genus/luteimonas
Acaricomes,Acaricomes phytoseiuli,Micrococcaceae,514988,772478,correct name,https://lpsn.dsmz.de/genus/acaricomes
Paenibacillus,Paenibacillus polymyxa,Paenibacillaceae,516243,779092,correct name,https://lpsn.dsmz.de/genus/paenibacillus
Thiobacillus,Thiobacillus thioparus,Thiobacillaceae,516820,782722,correct name,https://lpsn.dsmz.de/genus/thiobacillus
Rivibacter,Rivibacter subsaxonicus,[Burkholderiales; not assigned to family],517906,788137,correct name,https://lpsn.dsmz.de/genus/rivibacter
Iodobacter,Iodobacter fluviatilis,Chromobacteriaceae,515854,777037,correct name,https://lpsn.dsmz.de/genus/iodobacter
Ammatoidea,Ammatoidea normanii,Homoeotrichaceae,6311,8013,correct name,https://lpsn.dsmz.de/genus/ammatoidea
Pisciglobus,Pisciglobus halotolerans,Carnobacteriaceae,518107,789346,correct name,https://lpsn.dsmz.de/genus/pisciglobus
Oxobacter,Oxobacter pfennigii,Clostridiaceae,516238,779027,correct name,https://lpsn.dsmz.de/genus/oxobacter
Baradlaia,Baradlaia speluncaecola,Hapalosiphonaceae,6454,7120,correct name,https://lpsn.dsmz.de/genus/baradlaia
Celeribacter,Celeribacter neptunius,Roseobacteraceae,517997,788633,correct name,https://lpsn.dsmz.de/genus/celeribacter
Mangrovactinospora,Mangrovactinospora gilvigrisea,Streptomycetaceae,31355,31402,correct name,https://lpsn.dsmz.de/genus/mangrovactinospora
Azorhizobium,Azorhizobium caulinodans,Xanthobacteraceae,516972,773587,correct name,https://lpsn.dsmz.de/genus/azorhizobium
Klugiella,Klugiella xanthotipulae,Microbacteriaceae,515892,777166,correct name,https://lpsn.dsmz.de/genus/klugiella
Pilimelia,Pilimelia terevasa,Micromonosporaceae,516334,779626,correct name,https://lpsn.dsmz.de/genus/pilimelia
Pelagihabitans,Pelagihabitans pacificus,Flavobacteriaceae,8769,8868,correct name,https://lpsn.dsmz.de/genus/pelagihabitans
Fertoeibacter,Fertoeibacter niger,Paracoccaceae,7172,7217,correct name,https://lpsn.dsmz.de/genus/fertoeibacter
Euryhalinema,Euryhalinema mangrovii,Nodosilineaceae,21572,21703,correct name,https://lpsn.dsmz.de/genus/euryhalinema
Violetonostoc,Violetonostoc minutum,Nostocaceae,21500,1710,correct name,https://lpsn.dsmz.de/genus/violetonostoc
Pseudofulvimonas,Pseudofulvimonas gallinarii,Rhodanobacteraceae,517984,788588,correct name,https://lpsn.dsmz.de/genus/pseudofulvimonas
Bowdenia,Bowdenia nasicola,Actinomycetaceae,520427,798117,misspelling,https://lpsn.dsmz.de/genus/bowdenia
Chroococcus,Chroococcus rufescens,Chroococcaceae,6369,8096,correct name,https://lpsn.dsmz.de/genus/chroococcus
Salinibaculum,Salinibaculum litoreum,Halobacteriaceae,7246,7316,correct name,https://lpsn.dsmz.de/genus/salinibaculum
Gloeocapsopsis,Gloeocapsopsis crepidinum,Chroococcaceae,6446,6735,correct name,https://lpsn.dsmz.de/genus/gloeocapsopsis
Desulforamulus,Desulforamulus ruminis,Peptococcaceae,17692,17704,correct name,https://lpsn.dsmz.de/genus/desulforamulus
Melissococcus,Melissococcus plutonius,Enterococcaceae,517275,784194,correct name,https://lpsn.dsmz.de/genus/melissococcus
Aristophania,Aristophania vespae,Acetobacteraceae,36785,36792,correct name,https://lpsn.dsmz.de/genus/aristophania
Halolamina,Halolamina pelagica,Halorubraceae,518103,789323,correct name,https://lpsn.dsmz.de/genus/halolamina
Palaeolyngbya,Palaeolyngbya barghoorniana,Oscillatoriaceae,25557,30085,correct name,https://lpsn.dsmz.de/genus/palaeolyngbya
Giesbergeria,Giesbergeria voronezhensis,Comamonadaceae,515700,776504,correct name,https://lpsn.dsmz.de/genus/giesbergeria
Ligilactobacillus,Ligilactobacillus salivarius,Lactobacillaceae,10546,10714,correct name,https://lpsn.dsmz.de/genus/ligilactobacillus
Petrothermobacter,Petrothermobacter organivorans,Deferribacteraceae,519282,796087,correct name,https://lpsn.dsmz.de/genus/petrothermobacter
Hyphomonas,Hyphomonas polymorpha,Hyphomonadaceae,515836,776988,correct name,https://lpsn.dsmz.de/genus/hyphomonas
Entomobacter,Entomobacter blattae,Acetobacteraceae,17728,17746,correct name,https://lpsn.dsmz.de/genus/entomobacter
Tapinothrix,Tapinothrix bornetii,Heteroleibleiniaceae,6375,8088,correct name,https://lpsn.dsmz.de/genus/tapinothrix
Calorithrix,Calorithrix insularis,[Calditrichota; not assigned to family],519176,795299,correct name,https://lpsn.dsmz.de/genus/calorithrix
Palleniella,Palleniella intestinalis,Prevotellaceae,36161,36263,correct name,https://lpsn.dsmz.de/genus/palleniella
Leptotrichia,Leptotrichia buccalis,Leptotrichiaceae,515952,777518,correct name,https://lpsn.dsmz.de/genus/leptotrichia
Tateyamaria,Tateyamaria omphalii,Roseobacteraceae,517753,787172,correct name,https://lpsn.dsmz.de/genus/tateyamaria
Alkalihalobacillus,Alkalihalobacillus alcalophilus,Bacillaceae,4936,5933,correct name,https://lpsn.dsmz.de/genus/alkalihalobacillus
Mycoplasmoides,Mycoplasmoides pneumoniae,Mycoplasmoidaceae,520441,798618,correct name,https://lpsn.dsmz.de/genus/mycoplasmoides
Levilactobacillus,Levilactobacillus brevis,Lactobacillaceae,9197,10875,correct name,https://lpsn.dsmz.de/genus/levilactobacillus
Jeotgalibacillus,Jeotgalibacillus alimentarius,Caryophanaceae,517255,784039,correct name,https://lpsn.dsmz.de/genus/jeotgalibacillus
Propionivibrio,Propionivibrio dicarboxylicus,Rhodocyclaceae,516398,779847,correct name,https://lpsn.dsmz.de/genus/propionivibrio
Abditibacterium,Abditibacterium utsteinense,Abditibacteriaceae,520424,797965,correct name,https://lpsn.dsmz.de/genus/abditibacterium
Haloglycomyces,Haloglycomyces albus,Glycomycetaceae,517869,787901,correct name,https://lpsn.dsmz.de/genus/haloglycomyces
Desulfofundulus,Desulfofundulus kuznetsovii,Peptococcaceae,520400,798403,correct name,https://lpsn.dsmz.de/genus/desulfofundulus
Leptoelongatus,Leptoelongatus litoralis,Nodosilineaceae,21610,21706,correct name,https://lpsn.dsmz.de/genus/leptoelongatus
Lithonema,Lithonema adriaticum,Hapalosiphonaceae,17972,18542,correct name,https://lpsn.dsmz.de/genus/lithonema
Vagococcus,Vagococcus fluvialis,Enterococcaceae,516889,782940,correct name,https://lpsn.dsmz.de/genus/vagococcus
Skermania,Skermania piniformis,Nocardiaceae,516609,780950,correct name,https://lpsn.dsmz.de/genus/skermania
Weissella,Weissella viridescens,Leuconostocaceae,517159,783100,correct name,https://lpsn.dsmz.de/genus/weissella
Methanocella,Methanocella paludicola,Methanocellaceae,517778,787296,correct name,https://lpsn.dsmz.de/genus/methanocella
Effusibacillus,Effusibacillus lacus,Alicyclobacillaceae,518592,792027,correct name,https://lpsn.dsmz.de/genus/effusibacillus
Actinobaculum,Actinobaculum suis,Actinomycetaceae,515030,772664,correct name,https://lpsn.dsmz.de/genus/actinobaculum
Senegalemassilia,Senegalemassilia anaerobia,Eggerthellaceae,4893,790693,misspelling,https://lpsn.dsmz.de/genus/senegalemassilia
Planktothrix,Planktothrix agardhii,Microcoleaceae,6176,800669,correct name,https://lpsn.dsmz.de/genus/planktothrix
Lawsonella,Lawsonella clevelandensis,Lawsonellaceae,518980,794323,correct name,https://lpsn.dsmz.de/genus/lawsonella
Thialkalicoccus,Thialkalicoccus limnaeus,Chromatiaceae,517366,785073,misspelling,https://lpsn.dsmz.de/genus/thialkalicoccus
Priestia,Priestia megaterium,Bacillaceae,14526,14830,correct name,https://lpsn.dsmz.de/genus/priestia
Natronomonas,Natronomonas pharaonis,Halobacteriaceae,516155,778603,correct name,https://lpsn.dsmz.de/genus/natronomonas
Janibacter,Janibacter limosus,Intrasporangiaceae,515865,777054,correct name,https://lpsn.dsmz.de/genus/janibacter
Novimethylophilus,Novimethylophilus kurashikiensis,Methylophilaceae,520404,797870,correct name,https://lpsn.dsmz.de/genus/novimethylophilus
Thialkalivibrio,Thialkalivibrio versutus,Ectothiorhodospiraceae,516813,782682,misspelling,https://lpsn.dsmz.de/genus/thialkalivibrio
Diplocystis,Diplocystis aeruginosa,Microcystaceae,8265,8281,correct name,https://lpsn.dsmz.de/genus/diplocystis
Anathece,Anathece clathrata,Synechococcaceae,6253,6617,correct name,https://lpsn.dsmz.de/genus/anathece
Aliicoccus,Aliicoccus persicus,Staphylococcaceae,518567,791892,correct name,https://lpsn.dsmz.de/genus/aliicoccus
Caenibacillus,Caenibacillus caldisaponilyticus,Sporolactobacillaceae,518977,794299,correct name,https://lpsn.dsmz.de/genus/caenibacillus
Peptostreptococcus,Peptostreptococcus anaerobius,Peptostreptococcaceae,516288,779378,correct name,https://lpsn.dsmz.de/genus/peptostreptococcus
Guggenheimella,Guggenheimella bovis,[Eubacteriales; not assigned to family],515731,776624,correct name,https://lpsn.dsmz.de/genus/guggenheimella
Gloeothece,Gloeothece linearis,Aphanothecaceae,6371,8122,correct name,https://lpsn.dsmz.de/genus/gloeothece
Gudongella,Gudongella oleilytica,Tissierellaceae,4951,5785,correct name,https://lpsn.dsmz.de/genus/gudongella
Veronia,Veronia pacifica,Vibrionaceae,26510,26647,correct name,https://lpsn.dsmz.de/genus/veronia
Pelorhabdus,Pelorhabdus rhamnosifermentans,Sporomusaceae,29596,29598,correct name,https://lpsn.dsmz.de/genus/pelorhabdus
Kyrtuthrix,Kyrtuthrix dalmatica,Scytonemataceae,6216,8117,correct name,https://lpsn.dsmz.de/genus/kyrtuthrix
Plectolyngbya,Plectolyngbya hodgsonii,Leptolyngbyaceae,6304,6592,correct name,https://lpsn.dsmz.de/genus/plectolyngbya
Aurantisolimonas,Aurantisolimonas haloimpatiens,Chitinophagaceae,520373,797680,correct name,https://lpsn.dsmz.de/genus/aurantisolimonas
Capsulimonas,Capsulimonas corticalis,Capsulimonadaceae,520469,798091,correct name,https://lpsn.dsmz.de/genus/capsulimonas
Clathrocystis,Clathrocystis aeruginosa,Microcystaceae,18004,18637,correct name,https://lpsn.dsmz.de/genus/clathrocystis
Chryseotalea,Chryseotalea sanaruensis,Cytophagaceae,547,3387,correct name,https://lpsn.dsmz.de/genus/chryseotalea
Thiohalospira,Thiohalospira halophila,Ectothiorhodospiraceae,516827,787450,correct name,https://lpsn.dsmz.de/genus/thiohalospira
Cytobacillus,Cytobacillus firmus,Bacillaceae,4937,5935,correct name,https://lpsn.dsmz.de/genus/cytobacillus
Halegenticoccus,Halegenticoccus soli,Haloferacaceae,4894,5376,correct name,https://lpsn.dsmz.de/genus/halegenticoccus
Rhabdanaerobium,Rhabdanaerobium thermarum,Eubacteriaceae,519308,796237,correct name,https://lpsn.dsmz.de/genus/rhabdanaerobium
Tepidamorphus,Tepidamorphus gemmatus,Tepidamorphaceae,517980,788555,correct name,https://lpsn.dsmz.de/genus/tepidamorphus
Saliniramus,Saliniramus fredricksonii,Salinarimonadaceae,520380,797685,correct name,https://lpsn.dsmz.de/genus/saliniramus
Capilliphycus,Capilliphycus salinus,Microcoleaceae,37903,37914,correct name,https://lpsn.dsmz.de/genus/capilliphycus
Camelliibacillus,Camelliibacillus cellulosilyticus,Bacillaceae,520384,797768,correct name,https://lpsn.dsmz.de/genus/camelliibacillus
Actimicrobium,Actimicrobium antarcticum,Oxalobacteraceae,17478,18909,correct name,https://lpsn.dsmz.de/genus/actimicrobium
Oikeobacillus,Oikeobacillus pervagus,Bacillaceae,39692,39706,correct name,https://lpsn.dsmz.de/genus/oikeobacillus
Parazoarcus,Parazoarcus communis,Zoogloeaceae,26531,26739,correct name,https://lpsn.dsmz.de/genus/parazoarcus
Desulfocastanea,Desulfocastanea catecholica,Desulfobulbaceae,17688,17705,correct name,https://lpsn.dsmz.de/genus/desulfocastanea
Lentihominibacter,Lentihominibacter hominis,[Eubacteriales; not assigned to family],28820,28898,correct name,https://lpsn.dsmz.de/genus/lentihominibacter
Pelatocladus,Pelatocladus maniniholoensis,Hapalosiphonaceae,6282,6679,correct name,https://lpsn.dsmz.de/genus/pelatocladus
Serinibacter,Serinibacter salmoneus,Beutenbergiaceae,517912,788166,correct name,https://lpsn.dsmz.de/genus/serinibacter
Hyphococcus,Hyphococcus flavus,"Parvularculaceae",519284,796094,correct name,https://lpsn.dsmz.de/genus/hyphococcus
Aidingimonas,Aidingimonas halophila,Halomonadaceae,517926,788266,correct name,https://lpsn.dsmz.de/genus/aidingimonas
Racemicystis,Racemicystis crocea,Polyangiaceae,518955,794207,correct name,https://lpsn.dsmz.de/genus/racemicystis
Thioprofundum,Thioprofundum lithotrophicum,Thioprofundaceae,517598,786337,correct name,https://lpsn.dsmz.de/genus/thioprofundum
Tetrarcus,Tetrarcus ilsteri,Chroococcaceae,17865,19034,correct name,https://lpsn.dsmz.de/genus/tetrarcus
Arturoa,Arturoa anae,Oscillatoriaceae,17989,18567,correct name,https://lpsn.dsmz.de/genus/arturoa
Allosediminivita,Allosediminivita pacifica,Roseobacteraceae,11040,11129,correct name,https://lpsn.dsmz.de/genus/allosediminivita
Aerophototrophica,Aerophototrophica crusticola,Rhodospirillaceae,17725,17739,correct name,https://lpsn.dsmz.de/genus/aerophototrophica
Roseiarcus,Roseiarcus fermentans,Roseiarcaceae,518595,792051,correct name,https://lpsn.dsmz.de/genus/roseiarcus
Oryzihumus,Oryzihumus leptocrescens,Intrasporangiaceae,516229,779014,correct name,https://lpsn.dsmz.de/genus/oryzihumus
Falsibacillus,Falsibacillus pallidus,Bacillaceae,517929,788283,correct name,https://lpsn.dsmz.de/genus/falsibacillus
Segnochrobactrum,Segnochrobactrum spirostomi,Segnochrobactraceae,4977,5927,correct name,https://lpsn.dsmz.de/genus/segnochrobactrum
Actinokineospora,Actinokineospora riparia,Pseudonocardiaceae,515035,772683,correct name,https://lpsn.dsmz.de/genus/actinokineospora
Fodinicurvata,Fodinicurvata sediminis,Rhodovibrionaceae,517904,788127,correct name,https://lpsn.dsmz.de/genus/fodinicurvata
Glaciimonas,Glaciimonas immobilis,Oxalobacteraceae,518122,789417,correct name,https://lpsn.dsmz.de/genus/glaciimonas
Caenispirillum,Caenispirillum bisanense,Rhodospirillaceae,517580,786387,correct name,https://lpsn.dsmz.de/genus/caenispirillum
Allosaccharopolyspora,Allosaccharopolyspora coralli,Pseudonocardiaceae,12578,19156,correct name,https://lpsn.dsmz.de/genus/allosaccharopolyspora
Alkalisalibacterium,Alkalisalibacterium limincola,Lysobacteraceae,886,37182,correct name,https://lpsn.dsmz.de/genus/alkalisalibacterium
Aureimonas,Aureimonas altamirensis,Aurantimonadaceae,518147,789532,correct name,https://lpsn.dsmz.de/genus/aureimonas
Christensenella,Christensenella minuta,Christensenellaceae,518159,789615,correct name,https://lpsn.dsmz.de/genus/christensenella
Trichodesmium,Trichodesmium erythraeum,Oscillatoriaceae,6339,6845,correct name,https://lpsn.dsmz.de/genus/trichodesmium
Halospirulina,Halospirulina tapeticola,Spirulinaceae,517245,783982,correct name,https://lpsn.dsmz.de/genus/halospirulina
Phnomibacter,Phnomibacter ginsenosidimutans,Chitinophagaceae,8981,8982,correct name,https://lpsn.dsmz.de/genus/phnomibacter
Methanofervidicoccus,Methanofervidicoccus abyssi,Methanococcaceae,521795,800706,correct name,https://lpsn.dsmz.de/genus/methanofervidicoccus
Halorarius,Halorarius litoreus,Haloarculaceae,31637,31688,correct name,https://lpsn.dsmz.de/genus/halorarius
Halosaccharopolyspora,Halosaccharopolyspora lacisalsi,Pseudonocardiaceae,14236,19174,correct name,https://lpsn.dsmz.de/genus/halosaccharopolyspora
Butyribacter,Butyribacter intestini,Lachnospiraceae,13380,13554,correct name,https://lpsn.dsmz.de/genus/butyribacter
Ferruginibacter,Ferruginibacter alkalilentus,Chitinophagaceae,517417,788123,correct name,https://lpsn.dsmz.de/genus/ferruginibacter
Desulfacinum,Desulfacinum infernum,Syntrophobacteraceae,517003,775520,correct name,https://lpsn.dsmz.de/genus/desulfacinum
Salinivenus,Salinivenus iranica,Salinibacteraceae,519062,798667,correct name,https://lpsn.dsmz.de/genus/salinivenus
Limnococcus,Limnococcus limneticus,Merismopediaceae,6386,7999,correct name,https://lpsn.dsmz.de/genus/limnococcus
Intrasporangium,Intrasporangium calvum,Intrasporangiaceae,515853,777036,correct name,https://lpsn.dsmz.de/genus/intrasporangium
Rurimicrobium,Rurimicrobium arvi,Chitinophagaceae,519321,796344,correct name,https://lpsn.dsmz.de/genus/rurimicrobium
Saccharomonospora,Saccharomonospora viridis,Pseudonocardiaceae,516525,780638,correct name,https://lpsn.dsmz.de/genus/saccharomonospora
Saonia,Saonia flava,Flavobacteriaceae,519249,795824,correct name,https://lpsn.dsmz.de/genus/saonia
Atopostipes,Atopostipes suicloacalis,Carnobacteriaceae,515200,773543,correct name,https://lpsn.dsmz.de/genus/atopostipes
Crenalkalicoccus,Crenalkalicoccus roseus,Acetobacteraceae,518954,794205,correct name,https://lpsn.dsmz.de/genus/crenalkalicoccus
Thermotoga,Thermotoga maritima,Thermotogaceae,517143,782647,correct name,https://lpsn.dsmz.de/genus/thermotoga
Fimbriiglobus,Fimbriiglobus ruber,Gemmataceae,519132,795093,correct name,https://lpsn.dsmz.de/genus/fimbriiglobus
Arenivirga,Arenivirga flava,Microbacteriaceae,519245,795806,correct name,https://lpsn.dsmz.de/genus/arenivirga
Methanocaldococcus,Methanocaldococcus jannaschii,Methanocaldococcaceae,516048,777838,correct name,https://lpsn.dsmz.de/genus/methanocaldococcus
Basilea,Basilea psittacipulmonis,Alcaligenaceae,518574,791916,correct name,https://lpsn.dsmz.de/genus/basilea
Alicycliphilus,Alicycliphilus denitrificans,Comamonadaceae,515074,773041,correct name,https://lpsn.dsmz.de/genus/alicycliphilus
Anoxynatronum,Anoxynatronum sibiricum,Clostridiaceae,515143,773294,correct name,https://lpsn.dsmz.de/genus/anoxynatronum
Sinobacterium,Sinobacterium caligoides,Spongiibacteraceae,518362,790834,correct name,https://lpsn.dsmz.de/genus/sinobacterium
Butyratibacter,Butyratibacter algicola,Tepidamorphaceae,519254,795880,correct name,https://lpsn.dsmz.de/genus/butyratibacter
Caecibacterium,Caecibacterium sporoformans,[Bacillota; not assigned to family],519295,796155,correct name,https://lpsn.dsmz.de/genus/caecibacterium
Pyrinomonas,Pyrinomonas methylaliphatogenes,Pyrinomonadaceae,518481,791477,correct name,https://lpsn.dsmz.de/genus/pyrinomonas
Robertmurraya,Robertmurraya siralis,Bacillaceae,14529,14784,correct name,https://lpsn.dsmz.de/genus/robertmurraya
Sporotomaculum,Sporotomaculum hydroxybenzoicum,Peptococcaceae,516658,781149,correct name,https://lpsn.dsmz.de/genus/sporotomaculum
Sphingobium,Sphingobium yanoikuyae,Sphingomonadaceae,516627,780991,correct name,https://lpsn.dsmz.de/genus/sphingobium
Jaaginema,Jaaginema subtilissimum,Pseudanabaenaceae,6181,6570,correct name,https://lpsn.dsmz.de/genus/jaaginema
Staphylospora,Staphylospora marina,Thermoactinomycetaceae,521626,800220,correct name,https://lpsn.dsmz.de/genus/staphylospora
Oceaniglobus,Oceaniglobus indicus,Roseobacteraceae,519318,796336,correct name,https://lpsn.dsmz.de/genus/oceaniglobus
Calothrix,Calothrix confervicola,Calotrichaceae,6412,8104,correct name,https://lpsn.dsmz.de/genus/calothrix
Facilibium,Facilibium subflavum,Fastidiosibacteraceae,4931,5681,correct name,https://lpsn.dsmz.de/genus/facilibium
Oxynema,Oxynema thaianum,Microcoleaceae,6190,6569,correct name,https://lpsn.dsmz.de/genus/oxynema
Aquihabitans,Aquihabitans daechungensis,Iamiaceae,518396,790972,correct name,https://lpsn.dsmz.de/genus/aquihabitans
Syntrophorhabdus,Syntrophorhabdus aromaticivorans,Syntrophorhabdaceae,516723,787420,correct name,https://lpsn.dsmz.de/genus/syntrophorhabdus
Liberibacter,Liberibacter crescens,Rhizobiaceae,517902,791966,correct name,https://lpsn.dsmz.de/genus/liberibacter
Cyanocatenula,Cyanocatenula calyptrata,Romeriaceae,6248,7992,correct name,https://lpsn.dsmz.de/genus/cyanocatenula
Actinomycetospora,Actinomycetospora chiangmaiensis,Pseudonocardiaceae,517764,787184,correct name,https://lpsn.dsmz.de/genus/actinomycetospora
Roseibium,Roseibium denhamense,Stappiaceae,516496,780565,correct name,https://lpsn.dsmz.de/genus/roseibium
Desulfoscipio,Desulfoscipio geothermicus,Peptococcaceae,17693,17700,correct name,https://lpsn.dsmz.de/genus/desulfoscipio
Desulfococcus,Desulfococcus multivorans,Desulfobacteraceae,517011,775568,correct name,https://lpsn.dsmz.de/genus/desulfococcus
Halomicroarcula,Halomicroarcula pellucida,Haloarculaceae,518430,791176,correct name,https://lpsn.dsmz.de/genus/halomicroarcula
Methyloglobulus,Methyloglobulus morosus,Methylococcaceae,518762,792993,correct name,https://lpsn.dsmz.de/genus/methyloglobulus
Pontibaca,Pontibaca methylaminivorans,Roseobacteraceae,518018,788768,correct name,https://lpsn.dsmz.de/genus/pontibaca
Fervidicoccus,Fervidicoccus fontis,Fervidicoccaceae,517591,788722,correct name,https://lpsn.dsmz.de/genus/fervidicoccus
Denitrobacterium,Denitrobacterium detoxificans,Eggerthellaceae,517220,783728,correct name,https://lpsn.dsmz.de/genus/denitrobacterium
Neolyngbya,Neolyngbya marisbrasilis,Oscillatoriaceae,6186,6552,correct name,https://lpsn.dsmz.de/genus/neolyngbya
Ruminococcus,Ruminococcus flavefaciens,Oscillospiraceae,516518,784835,correct name,https://lpsn.dsmz.de/genus/ruminococcus
Beijerinckia,Beijerinckia indica,Beijerinckiaceae,516978,774003,correct name,https://lpsn.dsmz.de/genus/beijerinckia
Aggregatilinea,Aggregatilinea lenta,Aggregatilineaceae,521791,800699,correct name,https://lpsn.dsmz.de/genus/aggregatilinea
Planctomonas,Planctomonas deserti,Microbacteriaceae,521618,800128,correct name,https://lpsn.dsmz.de/genus/planctomonas
Dysosmobacter,Dysosmobacter welbionis,Oscillospiraceae,4909,5547,correct name,https://lpsn.dsmz.de/genus/dysosmobacter
Parathalassolituus,Parathalassolituus penaei,Oceanospirillaceae,38103,38273,correct name,https://lpsn.dsmz.de/genus/parathalassolituus
Haematomicrobium,Haematomicrobium sanguinis,Micrococcaceae,519151,795180,correct name,https://lpsn.dsmz.de/genus/haematomicrobium
Myxohyella,Myxohyella socialis,Hydrococcaceae,6492,8132,correct name,https://lpsn.dsmz.de/genus/myxohyella
Gallaecimonas,Gallaecimonas pentaromativorans,[Gammaproteobacteria; not assigned to family],517950,788402,correct name,https://lpsn.dsmz.de/genus/gallaecimonas
Succinimonas,Succinimonas amylolytica,Succinivibrionaceae,516700,782286,correct name,https://lpsn.dsmz.de/genus/succinimonas
Entomomonas,Entomomonas moraniae,Pseudomonadaceae,4939,5724,correct name,https://lpsn.dsmz.de/genus/entomomonas
Lishizhenia,Lishizhenia caseinilytica,Crocinitomicaceae,517447,785593,correct name,https://lpsn.dsmz.de/genus/lishizhenia
Alterinioella,Alterinioella nitratireducens,Paracoccaceae,26419,28841,correct name,https://lpsn.dsmz.de/genus/alterinioella
Dialister,Dialister pneumosintes,Veillonellaceae,515522,775758,correct name,https://lpsn.dsmz.de/genus/dialister
Salinirussus,Salinirussus salinus,Haloarculaceae,519247,795819,correct name,https://lpsn.dsmz.de/genus/salinirussus
Carboxylicivirga,Carboxylicivirga mesophila,Marinilabiliaceae,518528,791729,correct name,https://lpsn.dsmz.de/genus/carboxylicivirga
