genus_name,type_species,parental_family,lpsn_no,nom_type,status,address
Desulfofustis,Desulfofustis glycolicus,Desulfobulbaceae,517014,775578,correct name,https://lpsn.dsmz.de/genus/desulfofustis
Vitiosangium,Vitiosangium cumulatum,Archangiaceae,519184,795329,correct name,https://lpsn.dsmz.de/genus/vitiosangium
Ardenticatena,Ardenticatena maritima,Ardenticatenaceae,518397,790973,correct name,https://lpsn.dsmz.de/genus/ardenticatena
Rhodonellum,Rhodonellum psychrophilum,Cyclobacteriaceae,517489,785801,correct name,https://lpsn.dsmz.de/genus/rhodonellum
Lyngbya,Lyngbya confervoides,Oscillatoriaceae,6337,6766,correct name,https://lpsn.dsmz.de/genus/lyngbya
Thermocoleostomius,,Oculatellaceae,39826,,correct name,https://lpsn.dsmz.de/genus/thermocoleostomius
Seongchinamella,Seongchinamella unica,Halieaceae,7248,7319,correct name,https://lpsn.dsmz.de/genus/seongchinamella
Chishuiella,Chishuiella changwenlii,Weeksellaceae,518602,792072,correct name,https://lpsn.dsmz.de/genus/chishuiella
Desulfatirhabdium,Desulfatirhabdium butyrativorans,Desulfobacteraceae,517745,787127,correct name,https://lpsn.dsmz.de/genus/desulfatirhabdium
Siculibacillus,Siculibacillus lacustris,Ancalomicrobiaceae,521815,800847,correct name,https://lpsn.dsmz.de/genus/siculibacillus
Aeropyrum,Aeropyrum pernix,Desulfurococcaceae,516966,772925,correct name,https://lpsn.dsmz.de/genus/aeropyrum
Desulfovirgula,Desulfovirgula thermocuniculi,Thermoanaerobacteraceae,517500,785856,correct name,https://lpsn.dsmz.de/genus/desulfovirgula
Paucidesulfovibrio,Paucidesulfovibrio longus,Desulfovibrionaceae,17406,17456,correct name,https://lpsn.dsmz.de/genus/paucidesulfovibrio
Urbifossiella,Urbifossiella limnaea,Gemmataceae,17733,17788,correct name,https://lpsn.dsmz.de/genus/urbifossiella
Ereboglobus,Ereboglobus luteus,Opitutaceae,520356,797591,correct name,https://lpsn.dsmz.de/genus/ereboglobus
Diplocolon,Diplocolon heppii,Scytonemataceae,17922,18540,correct name,https://lpsn.dsmz.de/genus/diplocolon
Streptacidiphilus,Streptacidiphilus albus,Streptomycetaceae,516684,781281,correct name,https://lpsn.dsmz.de/genus/streptacidiphilus
Echinimonas,Echinimonas agarilytica,"Echinimonadaceae",518301,790461,correct name,https://lpsn.dsmz.de/genus/echinimonas
Raineya,Raineya orbicola,Raineyaceae,520358,797610,correct name,https://lpsn.dsmz.de/genus/raineya
Faecalimonas,Faecalimonas umbilicata,Lachnospiraceae,519172,795293,correct name,https://lpsn.dsmz.de/genus/faecalimonas
Agaribacterium,Agaribacterium haliotis,Cellvibrionaceae,519260,796117,correct name,https://lpsn.dsmz.de/genus/agaribacterium
Rickettsiella,Rickettsiella popilliae,Coxiellaceae,517331,784809,correct name,https://lpsn.dsmz.de/genus/rickettsiella
Cereibacter,Cereibacter changlensis,Paracoccaceae,518688,792623,correct name,https://lpsn.dsmz.de/genus/cereibacter
Nisaea,Nisaea denitrificans,Thalassobaculaceae,516174,778667,correct name,https://lpsn.dsmz.de/genus/nisaea
Carboxydobrachium,Carboxydobrachium pacificum,Thermoanaerobacteraceae,517196,783607,misspelling,https://lpsn.dsmz.de/genus/carboxydobrachium
Sulfurivirga,Sulfurivirga caldicuralii,Piscirickettsiaceae,516710,785326,correct name,https://lpsn.dsmz.de/genus/sulfurivirga
Thermithiobacillus,Thermithiobacillus tepidarius,Thermithiobacillaceae,516775,782484,correct name,https://lpsn.dsmz.de/genus/thermithiobacillus
Aneurinibacillus,Aneurinibacillus aneurinilyticus,Paenibacillaceae,515136,773274,correct name,https://lpsn.dsmz.de/genus/aneurinibacillus
Cyanodorina,Cyanodorina ovalis,Microcystaceae,887,39744,correct name,https://lpsn.dsmz.de/genus/cyanodorina
Flavimaricola,Flavimaricola marinus,Roseobacteraceae,520409,798775,correct name,https://lpsn.dsmz.de/genus/flavimaricola
Trochiscia,,Merismopediaceae,8264,,correct name,https://lpsn.dsmz.de/genus/trochiscia
Halomonas,Halomonas elongata,Halomonadaceae,517051,776764,correct name,https://lpsn.dsmz.de/genus/halomonas
Neokomagataea,Neokomagataea thailandica,Acetobacteraceae,518091,789245,correct name,https://lpsn.dsmz.de/genus/neokomagataea
Trichococcus,Trichococcus flocculiformis,Carnobacteriaceae,516859,782847,correct name,https://lpsn.dsmz.de/genus/trichococcus
Parviterribacter,Parviterribacter kavangonensis,Parviterribacteraceae,518881,793793,correct name,https://lpsn.dsmz.de/genus/parviterribacter
Dokdonia,Dokdonia donghaensis,Flavobacteriaceae,515548,775812,correct name,https://lpsn.dsmz.de/genus/dokdonia
Mesotoga,Mesotoga prima,Kosmotogaceae,518237,790075,correct name,https://lpsn.dsmz.de/genus/mesotoga
Pigmentiphaga,Pigmentiphaga kullae,Alcaligenaceae,516332,779620,correct name,https://lpsn.dsmz.de/genus/pigmentiphaga
Fulvimarina,Fulvimarina pelagi,Aurantimonadaceae,515659,776328,correct name,https://lpsn.dsmz.de/genus/fulvimarina
Rummeliibacillus,Rummeliibacillus stabekisii,Caryophanaceae,517868,787882,correct name,https://lpsn.dsmz.de/genus/rummeliibacillus
Tolypothrix,Tolypothrix distorta,Tolypotrichaceae,6405,6837,correct name,https://lpsn.dsmz.de/genus/tolypothrix
Lusitaniella,Lusitaniella coriacea,Lusitaniellaceae,6326,6562,correct name,https://lpsn.dsmz.de/genus/lusitaniella
Alkalibacterium,Alkalibacterium olivapovliticum,Carnobacteriaceae,515081,30057,correct name,https://lpsn.dsmz.de/genus/alkalibacterium
Hormathonema,Hormathonema paulocellulare,Hydrococcaceae,6217,7682,correct name,https://lpsn.dsmz.de/genus/hormathonema
Mariniradius,Mariniradius saccharolyticus,Cyclobacteriaceae,518366,790844,correct name,https://lpsn.dsmz.de/genus/mariniradius
Cyclonatronum,Cyclonatronum proteinivorum,Cyclonatronaceae,36114,36115,correct name,https://lpsn.dsmz.de/genus/cyclonatronum
Oceanibaculum,Oceanibaculum indicum,Thalassobaculaceae,517880,787975,correct name,https://lpsn.dsmz.de/genus/oceanibaculum
Ignavigranum,Ignavigranum ruoffiae,Aerococcaceae,515845,777018,correct name,https://lpsn.dsmz.de/genus/ignavigranum
Terribacillus,Terribacillus saccharophilus,Bacillaceae,517499,785854,correct name,https://lpsn.dsmz.de/genus/terribacillus
Williamsoniiplasma,Williamsoniiplasma lucivorax,Mycoplasmataceae,4862,801380,correct name,https://lpsn.dsmz.de/genus/williamsoniiplasma
Caldora,Caldora penicillata,Coleofasciculaceae,6211,7049,correct name,https://lpsn.dsmz.de/genus/caldora
Maliponia,Maliponia aquimaris,Roseobacteraceae,518952,794201,correct name,https://lpsn.dsmz.de/genus/maliponia
Truepera,Truepera radiovictrix,Trueperaceae,516870,782885,correct name,https://lpsn.dsmz.de/genus/truepera
Methanosarcina,Methanosarcina barkeri,Methanosarcinaceae,517080,777927,correct name,https://lpsn.dsmz.de/genus/methanosarcina
Mangrovimonas,Mangrovimonas yunxiaonensis,Flavobacteriaceae,518376,790874,correct name,https://lpsn.dsmz.de/genus/mangrovimonas
Caldalkalibacillus,Caldalkalibacillus thermarum,Bacillaceae,517192,783579,correct name,https://lpsn.dsmz.de/genus/caldalkalibacillus
Limnobaculum,Limnobaculum parvum,Enterobacteriaceae,521812,800842,correct name,https://lpsn.dsmz.de/genus/limnobaculum
Croceicoccus,Croceicoccus marinus,Erythrobacteraceae,517900,788098,correct name,https://lpsn.dsmz.de/genus/croceicoccus
Dictyoglomus,Dictyoglomus thermophilum,Dictyoglomeraceae,515529,775774,correct name,https://lpsn.dsmz.de/genus/dictyoglomus
Haloprofundus,Haloprofundus marisrubri,Haloferacaceae,519114,795028,correct name,https://lpsn.dsmz.de/genus/haloprofundus
Cerasibacillus,Cerasibacillus quisquiliarum,Bacillaceae,515340,774595,correct name,https://lpsn.dsmz.de/genus/cerasibacillus
Psychroglaciecola,Psychroglaciecola arctica,Methylobacteriaceae,518548,791814,correct name,https://lpsn.dsmz.de/genus/psychroglaciecola
Microcystis,Microcystis aeruginosa,Microcystaceae,6512,8119,correct name,https://lpsn.dsmz.de/genus/microcystis
Isactis,Isactis plana,Rivulariaceae,6393,8102,correct name,https://lpsn.dsmz.de/genus/isactis
Pseudoruegeria,Pseudoruegeria aquimaris,Roseobacteraceae,517530,786047,correct name,https://lpsn.dsmz.de/genus/pseudoruegeria
Pyramidobacter,Pyramidobacter piscolens,Synergistaceae,517865,787877,correct name,https://lpsn.dsmz.de/genus/pyramidobacter
Ethanoligenens,Ethanoligenens harbinense,Oscillospiraceae,517229,783805,correct name,https://lpsn.dsmz.de/genus/ethanoligenens
Undibacterium,Undibacterium pigrum,Oxalobacteraceae,517614,786508,correct name,https://lpsn.dsmz.de/genus/undibacterium
Roseovarius,Roseovarius tolerans,Roseobacteraceae,516508,780591,correct name,https://lpsn.dsmz.de/genus/roseovarius
Gloeotrichia,Gloeotrichia pisum,Gloeotrichiaceae,6392,8094,correct name,https://lpsn.dsmz.de/genus/gloeotrichia
Myxosarcina,Myxosarcina concinna,Hyellaceae,6455,8080,correct name,https://lpsn.dsmz.de/genus/myxosarcina
Halothermothrix,Halothermothrix orenii,Halanaerobiaceae,515773,776824,correct name,https://lpsn.dsmz.de/genus/halothermothrix
Paralysiella,Paralysiella testudinis,Neisseriaceae,24198,24247,correct name,https://lpsn.dsmz.de/genus/paralysiella
Ferrigenium,Ferrigenium kumadai,Gallionellaceae,520378,797732,correct name,https://lpsn.dsmz.de/genus/ferrigenium
Pinocchia,Pinocchia polymorpha,Trichocoleaceae,6206,6556,correct name,https://lpsn.dsmz.de/genus/pinocchia
Silanimonas,Silanimonas lenta,Lysobacteraceae,516597,780922,correct name,https://lpsn.dsmz.de/genus/silanimonas
Thiodictyon,Thiodictyon elegans,Chromatiaceae,517148,782739,correct name,https://lpsn.dsmz.de/genus/thiodictyon
Achromobacter,Achromobacter xylosoxidans,Alcaligenaceae,515003,772566,correct name,https://lpsn.dsmz.de/genus/achromobacter
Streptobacillus,Streptobacillus moniliformis,Leptotrichiaceae,516688,781292,correct name,https://lpsn.dsmz.de/genus/streptobacillus
Amycolatopsis,Amycolatopsis orientalis,Pseudonocardiaceae,515111,783364,correct name,https://lpsn.dsmz.de/genus/amycolatopsis
Culicoidibacter,Culicoidibacter larvae,Culicoidibacteraceae,14503,14575,correct name,https://lpsn.dsmz.de/genus/culicoidibacter
Thermohydrogenium,Thermohydrogenium kirishiense,Syntrophomonadaceae,516794,782598,correct name,https://lpsn.dsmz.de/genus/thermohydrogenium
Gonidium,Gonidium prasiola,Merismopediaceae,17819,18571,correct name,https://lpsn.dsmz.de/genus/gonidium
Halopiger,Halopiger xanaduensis,Natrialbaceae,517606,786451,correct name,https://lpsn.dsmz.de/genus/halopiger
Desulfocucumis,Desulfocucumis palustris,Peptococcaceae,519228,795684,correct name,https://lpsn.dsmz.de/genus/desulfocucumis
Pseudospelaeopogon,Pseudospelaeopogon lucifugus,Borzinemataceae,17966,3422,correct name,https://lpsn.dsmz.de/genus/pseudospelaeopogon
Paralactobacillus,Paralactobacillus selangorensis,Lactobacillaceae,516258,779168,correct name,https://lpsn.dsmz.de/genus/paralactobacillus
Phycocomes,Phycocomes zhengii,Roseobacteraceae,521502,799869,correct name,https://lpsn.dsmz.de/genus/phycocomes
Aestuariicoccus,Aestuariicoccus marinus,Roseobacteraceae,520339,797473,correct name,https://lpsn.dsmz.de/genus/aestuariicoccus
Caedibacter,Caedibacter taeniospiralis,"Caedimonadaceae",517191,783577,correct name,https://lpsn.dsmz.de/genus/caedibacter
Arhodomonas,Arhodomonas aquaeolei,Ectothiorhodospiraceae,515171,773374,correct name,https://lpsn.dsmz.de/genus/arhodomonas
Qaidamihabitans,Qaidamihabitans albus,Pseudonocardiaceae,28793,28862,correct name,https://lpsn.dsmz.de/genus/qaidamihabitans
Coraliomargarita,Coraliomargarita akajimensis,Puniceicoccaceae,517570,786312,correct name,https://lpsn.dsmz.de/genus/coraliomargarita
Hydrotalea,Hydrotalea flava,Chitinophagaceae,518063,789072,correct name,https://lpsn.dsmz.de/genus/hydrotalea
Oceaniferula,Oceaniferula marina,Verrucomicrobiaceae,28085,28106,correct name,https://lpsn.dsmz.de/genus/oceaniferula
Flavivirga,Flavivirga jejuensis,Flavobacteriaceae,518197,789857,correct name,https://lpsn.dsmz.de/genus/flavivirga
Ruthenibacterium,Ruthenibacterium lactatiformans,Oscillospiraceae,518992,794388,correct name,https://lpsn.dsmz.de/genus/ruthenibacterium
Oceanibium,Oceanibium sediminis,Roseobacteraceae,520467,798070,correct name,https://lpsn.dsmz.de/genus/oceanibium
Arthronema,Arthronema africanum,Pseudanabaenaceae,6251,6692,correct name,https://lpsn.dsmz.de/genus/arthronema
Galliscardovia,Galliscardovia ingluviei,Bifidobacteriaceae,519203,795474,correct name,https://lpsn.dsmz.de/genus/galliscardovia
Brachythrix,Brachythrix confervicola,Chamaesiphonaceae,17844,19672,correct name,https://lpsn.dsmz.de/genus/brachythrix
Coccopedia,Coccopedia limnetica,Merismopediaceae,6466,8112,correct name,https://lpsn.dsmz.de/genus/coccopedia
Actibacterium,Actibacterium mucosum,Roseobacteraceae,518279,790313,correct name,https://lpsn.dsmz.de/genus/actibacterium
Leekyejoonella,Leekyejoonella antrihumi,Dermacoccaceae,7446,7500,correct name,https://lpsn.dsmz.de/genus/leekyejoonella
Natronoflexus,Natronoflexus pectinivorans,Marinilabiliaceae,518146,789524,correct name,https://lpsn.dsmz.de/genus/natronoflexus
Alteripontixanthobacter,Alteripontixanthobacter maritimus,Erythrobacteraceae,10507,12814,correct name,https://lpsn.dsmz.de/genus/alteripontixanthobacter
Pusillibacter,Pusillibacter faecalis,Oscillospiraceae,20163,25850,correct name,https://lpsn.dsmz.de/genus/pusillibacter
Luteivirga,Luteivirga sdotyamensis,[Cytophagales; not assigned to family],518324,790614,correct name,https://lpsn.dsmz.de/genus/luteivirga
Aureliella,Aureliella helgolandensis,Pirellulaceae,18903,18976,correct name,https://lpsn.dsmz.de/genus/aureliella
Deefgea,Deefgea rivuli,Chromobacteriaceae,517450,786059,correct name,https://lpsn.dsmz.de/genus/deefgea
Chrysiogenes,Chrysiogenes arsenatis,Chrysiogenaceae,515368,774728,correct name,https://lpsn.dsmz.de/genus/chrysiogenes
Terricaulis,Terricaulis silvestris,Caulobacteraceae,11832,12155,correct name,https://lpsn.dsmz.de/genus/terricaulis
Coleodesmiopsis,Coleodesmiopsis fremyi,Scytonemataceae,9864,30355,correct name,https://lpsn.dsmz.de/genus/coleodesmiopsis
Fermentibacillus,Fermentibacillus polygoni,Bacillaceae,518949,794186,correct name,https://lpsn.dsmz.de/genus/fermentibacillus
Acididesulfobacillus,Acididesulfobacillus acetoxydans,Peptococcaceae,39668,39681,correct name,https://lpsn.dsmz.de/genus/acididesulfobacillus
Metis,Metis fasciculata,Oculatellaceae,37518,37663,correct name,https://lpsn.dsmz.de/genus/metis
Alteribacter,Alteribacter aurantiacus,Bacillaceae,14498,14717,correct name,https://lpsn.dsmz.de/genus/alteribacter
Barrientosiimonas,Barrientosiimonas humi,Dermacoccaceae,518294,790415,correct name,https://lpsn.dsmz.de/genus/barrientosiimonas
Jongsikchunia,Jongsikchunia kroppenstedtii,Gordoniaceae,520435,798147,correct name,https://lpsn.dsmz.de/genus/jongsikchunia
Caenimonas,Caenimonas koreensis,Comamonadaceae,517789,782950,correct name,https://lpsn.dsmz.de/genus/caenimonas
Ectobacillus,Ectobacillus panaciterrae,Bacillaceae,14506,14715,correct name,https://lpsn.dsmz.de/genus/ectobacillus
Aggregicoccus,Aggregicoccus edonensis,Myxococcaceae,518681,792590,correct name,https://lpsn.dsmz.de/genus/aggregicoccus
Duncaniella,Duncaniella muris,Muribaculaceae,521875,801297,correct name,https://lpsn.dsmz.de/genus/duncaniella
Sporofaciens,Sporofaciens musculi,Lachnospiraceae,18142,18155,correct name,https://lpsn.dsmz.de/genus/sporofaciens
Nonlabens,Nonlabens tegetincola,Flavobacteriaceae,517300,784509,correct name,https://lpsn.dsmz.de/genus/nonlabens
Catalinimonas,Catalinimonas alkaloidigena,Catalinimonadaceae,518339,790673,correct name,https://lpsn.dsmz.de/genus/catalinimonas
Thermodesulfitimonas,Thermodesulfitimonas autotrophica,Thermoanaerobacteraceae,519130,795088,correct name,https://lpsn.dsmz.de/genus/thermodesulfitimonas
Obconicophycus,Obconicophycus amadeus,Oscillatoriaceae,35197,34077,correct name,https://lpsn.dsmz.de/genus/obconicophycus
Reichenbachiella,Reichenbachiella agariperforans,Reichenbachiellaceae,517325,784759,correct name,https://lpsn.dsmz.de/genus/reichenbachiella
Litorilinea,Litorilinea aerophila,Caldilineaceae,518316,790562,correct name,https://lpsn.dsmz.de/genus/litorilinea
Cerasicoccus,Cerasicoccus arenae,Puniceicoccaceae,517665,786744,correct name,https://lpsn.dsmz.de/genus/cerasicoccus
Mucilaginibacter,Mucilaginibacter paludis,Sphingobacteriaceae,517430,786826,correct name,https://lpsn.dsmz.de/genus/mucilaginibacter
Winslowiella,Winslowiella toletana,Erwiniaceae,37220,37263,correct name,https://lpsn.dsmz.de/genus/winslowiella
Desulfatiglans,Desulfatiglans anilini,Desulfobacteraceae,518640,792171,correct name,https://lpsn.dsmz.de/genus/desulfatiglans
Bigeminococcus,Bigeminococcus lamellosus,Chroococcaceae,35129,35131,correct name,https://lpsn.dsmz.de/genus/bigeminococcus
Thermodesulfomicrobium,Thermodesulfomicrobium thermophilum,Desulfomicrobiaceae,24719,24801,correct name,https://lpsn.dsmz.de/genus/thermodesulfomicrobium
Lamprobacter,Lamprobacter modestohalophilus,Chromatiaceae,517264,784076,correct name,https://lpsn.dsmz.de/genus/lamprobacter
Kluyvera,Kluyvera ascorbata,Enterobacteriaceae,515893,777167,correct name,https://lpsn.dsmz.de/genus/kluyvera
Desulfolucianica,Desulfolucianica intricata,Peptococcaceae,17690,17708,misspelling,https://lpsn.dsmz.de/genus/desulfolucianica
Venatoribacter,Venatoribacter cucullus,Oceanospirillaceae,36159,36258,correct name,https://lpsn.dsmz.de/genus/venatoribacter
Meinhardsimonia,Meinhardsimonia xiamenensis,Roseobacteraceae,11046,11122,correct name,https://lpsn.dsmz.de/genus/meinhardsimonia
Kytococcus,Kytococcus sedentarius,Kytococcaceae,515905,777227,correct name,https://lpsn.dsmz.de/genus/kytococcus
Aquibacter,Aquibacter zeaxanthinifaciens,Flavobacteriaceae,517541,791490,correct name,https://lpsn.dsmz.de/genus/aquibacter
Trichormus,Trichormus variabilis,Nostocaceae,6473,6602,correct name,https://lpsn.dsmz.de/genus/trichormus
Desmospora,Desmospora activa,Thermoactinomycetaceae,517847,787737,correct name,https://lpsn.dsmz.de/genus/desmospora
Oryzomicrobium,Oryzomicrobium terrae,Rhodocyclaceae,519134,795096,correct name,https://lpsn.dsmz.de/genus/oryzomicrobium
Stenoxybacter,Stenoxybacter acetivorans,Neisseriaceae,517545,785988,correct name,https://lpsn.dsmz.de/genus/stenoxybacter
Nevskia,Nevskia ramosa,Nevskiaceae,516171,778663,correct name,https://lpsn.dsmz.de/genus/nevskia
Gellertiella,Gellertiella hungarica,Rhizobiaceae,519304,796188,correct name,https://lpsn.dsmz.de/genus/gellertiella
Algihabitans,Algihabitans albus,Rhodospirillaceae,521622,800154,correct name,https://lpsn.dsmz.de/genus/algihabitans
Bounagaea,Bounagaea algeriensis,Pseudonocardiaceae,518812,793372,correct name,https://lpsn.dsmz.de/genus/bounagaea
Caenimicrobium,Caenimicrobium hargitense,Alcaligenaceae,519146,795164,correct name,https://lpsn.dsmz.de/genus/caenimicrobium
Simulacricoccus,Simulacricoccus ruber,Myxococcaceae,520417,797889,correct name,https://lpsn.dsmz.de/genus/simulacricoccus
Pseudomaribius,Pseudomaribius aestuariivivens,Roseobacteraceae,520365,797656,correct name,https://lpsn.dsmz.de/genus/pseudomaribius
Clostridioides,Clostridioides difficile,Peptostreptococcaceae,518997,794449,correct name,https://lpsn.dsmz.de/genus/clostridioides
Muriicola,Muriicola jejuensis,Flavobacteriaceae,518000,788644,correct name,https://lpsn.dsmz.de/genus/muriicola
Agitococcus,Agitococcus lubricus,Moraxellaceae,515057,772945,correct name,https://lpsn.dsmz.de/genus/agitococcus
Frondihabitans,Frondihabitans australicus,Microbacteriaceae,517840,787711,correct name,https://lpsn.dsmz.de/genus/frondihabitans
Kribbia,Kribbia dieselivorans,Intrasporangiaceae,517444,785571,correct name,https://lpsn.dsmz.de/genus/kribbia
Sandaracinus,Sandaracinus amylolyticus,Sandaracinaceae,518201,789880,correct name,https://lpsn.dsmz.de/genus/sandaracinus
Sulfuritalea,Sulfuritalea hydrogenivorans,Sterolibacteriaceae,518106,789343,correct name,https://lpsn.dsmz.de/genus/sulfuritalea
Tropicibacter,Tropicibacter naphthalenivorans,Roseobacteraceae,517653,786636,correct name,https://lpsn.dsmz.de/genus/tropicibacter
Comamonas,Comamonas terrigena,Comamonadaceae,515404,775084,correct name,https://lpsn.dsmz.de/genus/comamonas
Geitleria,Geitleria calcarea,Hapalosiphonaceae,6431,8035,correct name,https://lpsn.dsmz.de/genus/geitleria
Heterocyanococcus,Heterocyanococcus haumanii,Nostocaceae,6447,8130,correct name,https://lpsn.dsmz.de/genus/heterocyanococcus
Methylosphaera,Methylosphaera hansonii,Methylococcaceae,517283,784258,correct name,https://lpsn.dsmz.de/genus/methylosphaera
Myxococcoides,Myxococcoides minor,Chroococcaceae,33147,33297,correct name,https://lpsn.dsmz.de/genus/myxococcoides
Anaplasma,Anaplasma marginale,Ehrlichiaceae,517177,783377,correct name,https://lpsn.dsmz.de/genus/anaplasma
Thermoactinomyces,Thermoactinomyces vulgaris,Thermoactinomycetaceae,516776,782495,correct name,https://lpsn.dsmz.de/genus/thermoactinomyces
Cyanothamnos,Cyanothamnos plancticus,Synechococcaceae,6474,6646,correct name,https://lpsn.dsmz.de/genus/cyanothamnos
Apatinema,Apatinema mutabile,Leptolyngbyaceae,37923,33538,correct name,https://lpsn.dsmz.de/genus/apatinema
Rhodoferax,Rhodoferax fermentans,Comamonadaceae,516477,780485,correct name,https://lpsn.dsmz.de/genus/rhodoferax
Hugenholtzia,Hugenholtzia roseola,Bernardetiaceae,519189,795344,correct name,https://lpsn.dsmz.de/genus/hugenholtzia
Solimicrobium,Solimicrobium silvestre,Oxalobacteraceae,520379,797740,correct name,https://lpsn.dsmz.de/genus/solimicrobium
Oceanidesulfovibrio,Oceanidesulfovibrio gabonensis,Desulfovibrionaceae,24716,24803,correct name,https://lpsn.dsmz.de/genus/oceanidesulfovibrio
Paraflavitalea,Paraflavitalea soli,Chitinophagaceae,553,3403,correct name,https://lpsn.dsmz.de/genus/paraflavitalea
Limnoraphis,Limnoraphis robusta,Oscillatoriaceae,6255,6760,correct name,https://lpsn.dsmz.de/genus/limnoraphis
Dinoroseobacter,Dinoroseobacter shibae,Roseobacteraceae,515537,775794,correct name,https://lpsn.dsmz.de/genus/dinoroseobacter
Cypionkella,Cypionkella psychrotolerans,Paracoccaceae,11044,11139,correct name,https://lpsn.dsmz.de/genus/cypionkella
Dolosicoccus,Dolosicoccus paucivorans,Aerococcaceae,515549,775813,correct name,https://lpsn.dsmz.de/genus/dolosicoccus
Sporomusa,Sporomusa sphaeroides,Sporomusaceae,517116,781135,correct name,https://lpsn.dsmz.de/genus/sporomusa
Pinisolibacter,Pinisolibacter ravus,Ancalomicrobiaceae,520381,797759,correct name,https://lpsn.dsmz.de/genus/pinisolibacter
Glaciecola,Glaciecola punicea,Alteromonadaceae,515704,776511,correct name,https://lpsn.dsmz.de/genus/glaciecola
Butyricimonas,Butyricimonas synergistica,Odoribacteraceae,517878,787959,correct name,https://lpsn.dsmz.de/genus/butyricimonas
Ulvibacterium,Ulvibacterium marinum,Flavobacteriaceae,18899,18956,correct name,https://lpsn.dsmz.de/genus/ulvibacterium
Geoanaerobacter,Geoanaerobacter pelophilus,Geobacteraceae,26514,26728,correct name,https://lpsn.dsmz.de/genus/geoanaerobacter
Marinobacter,Marinobacter hydrocarbonoclasticus,Alteromonadaceae,517511,777695,correct name,https://lpsn.dsmz.de/genus/marinobacter
Ruania,Ruania albidiflava,Ruaniaceae,516510,780597,correct name,https://lpsn.dsmz.de/genus/ruania
Foliisarcina,Foliisarcina bertiogensis,Xenococcaceae,518904,793884,correct name,https://lpsn.dsmz.de/genus/foliisarcina
Halothiobacillus,Halothiobacillus neapolitanus,Halothiobacillaceae,515774,776828,correct name,https://lpsn.dsmz.de/genus/halothiobacillus
Nubsella,Nubsella zeaxanthinifaciens,Sphingobacteriaceae,517770,787249,correct name,https://lpsn.dsmz.de/genus/nubsella
Rubrobacter,Rubrobacter radiotolerans,Rubrobacteraceae,516515,780604,correct name,https://lpsn.dsmz.de/genus/rubrobacter
Vulcanibacillus,Vulcanibacillus modesticaldus,Bacillaceae,516909,783067,correct name,https://lpsn.dsmz.de/genus/vulcanibacillus
Convivina,Convivina intestini,Leuconostocaceae,518754,792971,correct name,https://lpsn.dsmz.de/genus/convivina
Succinivibrio,Succinivibrio dextrinosolvens,Succinivibrionaceae,516702,782288,correct name,https://lpsn.dsmz.de/genus/succinivibrio
Pseudoflavonifractor,Pseudoflavonifractor capillosus,Oscillospiraceae,517954,788423,correct name,https://lpsn.dsmz.de/genus/pseudoflavonifractor
Rhodobacter,Rhodobacter capsulatus,Paracoccaceae,517107,780422,correct name,https://lpsn.dsmz.de/genus/rhodobacter
Aetokthonos,Aetokthonos hydrillicola,Hapalosiphonaceae,6312,6632,correct name,https://lpsn.dsmz.de/genus/aetokthonos
Halomethanococcus,Halomethanococcus doii,Methanosarcinaceae,517243,783970,correct name,https://lpsn.dsmz.de/genus/halomethanococcus
Methylorosula,Methylorosula polaris,Beijerinckiaceae,518175,789729,correct name,https://lpsn.dsmz.de/genus/methylorosula
Limimonas,Limimonas halophila,Rhodovibrionaceae,518335,790661,correct name,https://lpsn.dsmz.de/genus/limimonas
Hellea,Hellea balneolensis,Hyphomonadaceae,517547,786013,correct name,https://lpsn.dsmz.de/genus/hellea
Parashewanella,Parashewanella spongiae,Shewanellaceae,521802,801364,correct name,https://lpsn.dsmz.de/genus/parashewanella
Thermostilla,Thermostilla marina,Thermoguttaceae,518902,793882,correct name,https://lpsn.dsmz.de/genus/thermostilla
Catenococcus,Catenococcus thiocycli,Vibrionaceae,515321,774510,correct name,https://lpsn.dsmz.de/genus/catenococcus
Haloleptolyngbya,Haloleptolyngbya alcalis,Nodosilineaceae,6195,6565,correct name,https://lpsn.dsmz.de/genus/haloleptolyngbya
Salinisphaera,Salinisphaera shabanensis,Salinisphaeraceae,516541,780730,correct name,https://lpsn.dsmz.de/genus/salinisphaera
Crocosphaera,Crocosphaera watsonii,Aphanothecaceae,6361,6643,correct name,https://lpsn.dsmz.de/genus/crocosphaera
Synechocystis,Synechocystis aquatilis,Merismopediaceae,6297,8087,correct name,https://lpsn.dsmz.de/genus/synechocystis
Helcobacillus,Helcobacillus massiliensis,Dermabacteraceae,517901,788101,correct name,https://lpsn.dsmz.de/genus/helcobacillus
Wautersia,Wautersia eutropha,Burkholderiaceae,516917,783080,correct name,https://lpsn.dsmz.de/genus/wautersia
Rugosibacter,Rugosibacter aromaticivorans,Rhodocyclaceae,519137,795102,correct name,https://lpsn.dsmz.de/genus/rugosibacter
Oceanospirillum,Oceanospirillum linum,Oceanospirillaceae,516199,778949,correct name,https://lpsn.dsmz.de/genus/oceanospirillum
Antribacter,Antribacter gilvus,Promicromonosporaceae,4926,5651,correct name,https://lpsn.dsmz.de/genus/antribacter
Phytobacter,Phytobacter diazotrophicus,Enterobacteriaceae,517838,779140,correct name,https://lpsn.dsmz.de/genus/phytobacter
